_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
5954,2015Q3,S08000022,S92000003,d,Cervical,"",157,"",158,""
5955,2015Q3,S08000022,S92000003,d,Colorectal,"",400,"",382,""
5956,2015Q3,S08000022,S92000003,d,Head & Neck,"",24,"",3,""
5957,2015Q3,S08000022,S92000003,d,Lung,"",394,"",365,""
5958,2015Q3,S08000022,S92000003,d,Lymphoma,"",148,"",150,""
5959,2015Q3,S08000022,S92000003,d,Melanoma,"",24,"",25,""
5960,2015Q3,S08000022,S92000003,d,Ovarian,"",352,"",265,""
5961,2015Q3,S08000022,S92000003,d,Upper GI,"",381,"",369,""
5962,2015Q3,S08000022,S92000003,d,Urological,"",512,"",474,""
5963,2015Q3,S08000022,S92000003,d,All Cancer Types,d,297,"",283,""
5964,2015Q3,S08000022,SB0801,"",Colorectal,"",1,"",2,""
5965,2015Q3,S08000022,SB0801,"",Lung,"",157,"",158,""
5966,2015Q3,S08000022,SB0801,"",Lymphoma,"",1,"",2,""
5967,2015Q3,S08000022,SB0801,"",All Cancer Types,d,352,"",353,""
5968,2015Q3,S08000024,S08000019,"",Breast,"",157,"",158,""
5969,2015Q3,S08000024,S08000019,"",All Cancer Types,d,157,"",158,""
5970,2015Q3,S08000024,S08000024,"",Breast,"",194,"",195,""
5971,2015Q3,S08000024,S08000024,"",Cervical,"",572,"",562,""
5972,2015Q3,S08000024,S08000024,"",Colorectal,"",592,"",575,""
5973,2015Q3,S08000024,S08000024,"",Head & Neck,"",300,"",307,""
5974,2015Q3,S08000024,S08000024,"",Lung,"",58,"",74,""
5975,2015Q3,S08000024,S08000024,"",Lymphoma,"",283,"",288,""
5976,2015Q3,S08000024,S08000024,"",Melanoma,"",394,"",389,""
5977,2015Q3,S08000024,S08000024,"",Ovarian,"",53,"",25,""
5978,2015Q3,S08000024,S08000024,"",Upper GI,"",431,"",433,""
5979,2015Q3,S08000024,S08000024,"",Urological,"",100,"",94,""
5980,2015Q3,S08000024,S08000024,"",All Cancer Types,d,544,"",531,""
5981,2015Q3,S08000024,S08000029,"",Breast,"",423,"",424,""
5982,2015Q3,S08000024,S08000029,"",All Cancer Types,d,423,"",424,""
5983,2015Q3,S08000024,S92000003,d,Breast,"",202,"",203,""
5984,2015Q3,S08000024,S92000003,d,Cervical,"",572,"",562,""
5985,2015Q3,S08000024,S92000003,d,Colorectal,"",592,"",575,""
5986,2015Q3,S08000024,S92000003,d,Head & Neck,"",300,"",307,""
5987,2015Q3,S08000024,S92000003,d,Lung,"",58,"",74,""
5988,2015Q3,S08000024,S92000003,d,Lymphoma,"",283,"",288,""
5989,2015Q3,S08000024,S92000003,d,Melanoma,"",394,"",389,""
5990,2015Q3,S08000024,S92000003,d,Ovarian,"",53,"",25,""
5991,2015Q3,S08000024,S92000003,d,Upper GI,"",431,"",433,""
5992,2015Q3,S08000024,S92000003,d,Urological,"",100,"",94,""
5993,2015Q3,S08000024,S92000003,d,All Cancer Types,d,549,"",535,""
5994,2015Q3,S08000025,S08000020,"",Cervical,"",1,"",2,""
5995,2015Q3,S08000025,S08000020,"",Colorectal,"",1,"",1,""
5996,2015Q3,S08000025,S08000020,"",Upper GI,"",157,"",158,""
5997,2015Q3,S08000025,S08000020,"",All Cancer Types,d,352,"",265,""
5998,2015Q3,S08000025,S08000025,"",Breast,"",1,"",2,""
5999,2015Q3,S08000025,S08000025,"",Colorectal,"",157,"",158,""
6000,2015Q3,S08000025,S08000025,"",Lung,"",1,"",2,""
6001,2015Q3,S08000025,S08000025,"",Upper GI,"",1,"",2,""
6002,2015Q3,S08000025,S08000025,"",All Cancer Types,d,423,"",424,""
6003,2015Q3,S08000025,S92000003,d,Breast,"",1,"",2,""
6004,2015Q3,S08000025,S92000003,d,Cervical,"",1,"",2,""
6005,2015Q3,S08000025,S92000003,d,Colorectal,"",260,"",158,""
6006,2015Q3,S08000025,S92000003,d,Lung,"",1,"",2,""
6007,2015Q3,S08000025,S92000003,d,Upper GI,"",260,"",265,""
6008,2015Q3,S08000025,S92000003,d,All Cancer Types,d,572,"",527,""
6009,2015Q3,S08000026,S08000020,"",Colorectal,"",352,"",158,""
6010,2015Q3,S08000026,S08000020,"",Head & Neck,"",1,"",2,""
6011,2015Q3,S08000026,S08000020,"",Lung,"",1,"",2,""
6012,2015Q3,S08000026,S08000020,"",Lymphoma,"",1,"",2,""
6013,2015Q3,S08000026,S08000020,"",Upper GI,"",157,"",158,""
6014,2015Q3,S08000026,S08000020,"",Urological,"",157,"",158,""
6015,2015Q3,S08000026,S08000020,"",All Cancer Types,d,13,"",562,""
6016,2015Q3,S08000026,S08000026,"",Breast,"",1,"",2,""
6017,2015Q3,S08000026,S08000026,"",Colorectal,"",352,"",353,""
6018,2015Q3,S08000026,S08000026,"",Melanoma,"",1,"",2,""
6019,2015Q3,S08000026,S08000026,"",Upper GI,"",157,"",158,""
6020,2015Q3,S08000026,S08000026,"",Urological,"",572,"",562,""
6021,2015Q3,S08000026,S08000026,"",All Cancer Types,d,121,"",129,""
6022,2015Q3,S08000026,S92000003,d,Breast,"",1,"",2,""
6023,2015Q3,S08000026,S92000003,d,Colorectal,"",538,"",479,""
6024,2015Q3,S08000026,S92000003,d,Head & Neck,"",1,"",2,""
6025,2015Q3,S08000026,S92000003,d,Lung,"",1,"",2,""
6026,2015Q3,S08000026,S92000003,d,Lymphoma,"",1,"",2,""
6027,2015Q3,S08000026,S92000003,d,Melanoma,"",1,"",2,""
6028,2015Q3,S08000026,S92000003,d,Upper GI,"",352,"",353,""
6029,2015Q3,S08000026,S92000003,d,Urological,"",13,"",14,""
6030,2015Q3,S08000026,S92000003,d,All Cancer Types,d,239,"",221,""
6031,2015Q3,S08000028,S08000022,"",Colorectal,"",157,"",158,""
6032,2015Q3,S08000028,S08000022,"",Head & Neck,"",157,"",158,""
6033,2015Q3,S08000028,S08000022,"",Lung,"",260,"",265,""
6034,2015Q3,S08000028,S08000022,"",Lymphoma,"",1,"",2,""
6035,2015Q3,S08000028,S08000022,"",Melanoma,"",1,"",2,""
6036,2015Q3,S08000028,S08000022,"",Upper GI,"",157,"",158,""
6037,2015Q3,S08000028,S08000022,"",Urological,"",1,"",2,""
6038,2015Q3,S08000028,S08000022,"",All Cancer Types,d,24,"",25,""
6039,2015Q3,S08000028,S08000028,"",Colorectal,"",423,"",424,""
6040,2015Q3,S08000028,S08000028,"",Melanoma,"",1,"",2,""
6041,2015Q3,S08000028,S08000028,"",Upper GI,"",1,"",2,""
6042,2015Q3,S08000028,S08000028,"",All Cancer Types,d,511,"",504,""
6043,2015Q3,S08000028,S08000031,"",Colorectal,"",1,"",2,""
6044,2015Q3,S08000028,S08000031,"",All Cancer Types,d,1,"",2,""
6045,2015Q3,S08000028,S92000003,d,Colorectal,"",538,"",527,""
6046,2015Q3,S08000028,S92000003,d,Head & Neck,"",157,"",158,""
6047,2015Q3,S08000028,S92000003,d,Lung,"",260,"",265,""
6048,2015Q3,S08000028,S92000003,d,Lymphoma,"",1,"",2,""
6049,2015Q3,S08000028,S92000003,d,Melanoma,"",157,"",158,""
6050,2015Q3,S08000028,S92000003,d,Upper GI,"",260,"",265,""
6051,2015Q3,S08000028,S92000003,d,Urological,"",1,"",2,""
6052,2015Q3,S08000028,S92000003,d,All Cancer Types,d,158,"",159,""
6053,2015Q3,S08000029,S08000024,"",Breast,"",1,"",2,""
6054,2015Q3,S08000029,S08000024,"",Colorectal,"",352,"",353,""
6055,2015Q3,S08000029,S08000024,"",Head & Neck,"",572,"",527,""
6056,2015Q3,S08000029,S08000024,"",Lung,"",250,"",254,""
6057,2015Q3,S08000029,S08000024,"",Lymphoma,"",1,"",2,""
6058,2015Q3,S08000029,S08000024,"",Upper GI,"",511,"",504,""
6059,2015Q3,S08000029,S08000024,"",Urological,"",572,"",504,""
6060,2015Q3,S08000029,S08000024,"",All Cancer Types,d,484,"",470,""
6061,2015Q3,S08000029,S08000029,"",Breast,"",250,"",243,""
6062,2015Q3,S08000029,S08000029,"",Cervical,"",1,"",2,""
6063,2015Q3,S08000029,S08000029,"",Colorectal,"",381,"",365,""
6064,2015Q3,S08000029,S08000029,"",Head & Neck,"",260,"",265,""
6065,2015Q3,S08000029,S08000029,"",Lung,"",388,"",382,""
6066,2015Q3,S08000029,S08000029,"",Lymphoma,"",105,"",114,""
6067,2015Q3,S08000029,S08000029,"",Melanoma,"",24,"",25,""
6068,2015Q3,S08000029,S08000029,"",Ovarian,"",53,"",68,""
6069,2015Q3,S08000029,S08000029,"",Upper GI,"",188,"",190,""
6070,2015Q3,S08000029,S08000029,"",Urological,"",541,"",516,""
6071,2015Q3,S08000029,S08000029,"",All Cancer Types,d,226,"",220,""
6072,2015Q3,S08000029,S08000030,"",Lung,"",157,"",158,""
6073,2015Q3,S08000029,S08000030,"",Melanoma,"",260,"",265,""
6074,2015Q3,S08000029,S08000030,"",All Cancer Types,d,423,"",424,""
6075,2015Q3,S08000029,S92000003,d,Breast,"",261,"",254,""
6076,2015Q3,S08000029,S92000003,d,Cervical,"",1,"",2,""
6077,2015Q3,S08000029,S92000003,d,Colorectal,"",405,"",389,""
6078,2015Q3,S08000029,S92000003,d,Head & Neck,"",24,"",14,""
6079,2015Q3,S08000029,S92000003,d,Lung,"",528,"",517,""
6080,2015Q3,S08000029,S92000003,d,Lymphoma,"",121,"",129,""
6081,2015Q3,S08000029,S92000003,d,Melanoma,"",81,"",97,""
6082,2015Q3,S08000029,S92000003,d,Ovarian,"",53,"",68,""
6083,2015Q3,S08000029,S92000003,d,Upper GI,"",261,"",266,""
6084,2015Q3,S08000029,S92000003,d,Urological,"",573,"",536,""
6085,2015Q3,S08000029,S92000003,d,All Cancer Types,d,294,"",289,""
6086,2015Q3,S08000030,S08000020,"",Lung,"",157,"",158,""
6087,2015Q3,S08000030,S08000020,"",All Cancer Types,d,157,"",158,""
6088,2015Q3,S08000030,S08000024,"",Lung,"",157,"",158,""
6089,2015Q3,S08000030,S08000024,"",All Cancer Types,d,157,"",158,""
6090,2015Q3,S08000030,S08000029,"",Colorectal,"",1,"",2,""
6091,2015Q3,S08000030,S08000029,"",All Cancer Types,d,1,"",2,""
6092,2015Q3,S08000030,S08000030,"",Breast,"",29,"",28,""
6093,2015Q3,S08000030,S08000030,"",Cervical,"",511,"",504,""
6094,2015Q3,S08000030,S08000030,"",Colorectal,"",533,"",517,""
6095,2015Q3,S08000030,S08000030,"",Head & Neck,"",137,"",97,""
6096,2015Q3,S08000030,S08000030,"",Lung,"",536,"",513,""
6097,2015Q3,S08000030,S08000030,"",Lymphoma,"",538,"",527,""
6098,2015Q3,S08000030,S08000030,"",Melanoma,"",283,"",254,""
6099,2015Q3,S08000030,S08000030,"",Ovarian,"",423,"",353,""
6100,2015Q3,S08000030,S08000030,"",Upper GI,"",478,"",476,""
6101,2015Q3,S08000030,S08000030,"",Urological,"",14,"",542,""
6102,2015Q3,S08000030,S08000030,"",All Cancer Types,d,441,"",405,""
6103,2015Q3,S08000030,S92000003,d,Breast,"",29,"",28,""
6104,2015Q3,S08000030,S92000003,d,Cervical,"",511,"",504,""
6105,2015Q3,S08000030,S92000003,d,Colorectal,"",536,"",521,""
6106,2015Q3,S08000030,S92000003,d,Head & Neck,"",137,"",97,""
6107,2015Q3,S08000030,S92000003,d,Lung,"",550,"",521,""
6108,2015Q3,S08000030,S92000003,d,Lymphoma,"",538,"",527,""
6109,2015Q3,S08000030,S92000003,d,Melanoma,"",283,"",254,""
6110,2015Q3,S08000030,S92000003,d,Ovarian,"",423,"",353,""
6111,2015Q3,S08000030,S92000003,d,Upper GI,"",478,"",476,""
6112,2015Q3,S08000030,S92000003,d,Urological,"",14,"",542,""
6113,2015Q3,S08000030,S92000003,d,All Cancer Types,d,444,"",411,""
6114,2015Q3,S08000031,S08000022,"",Lung,"",1,"",2,""
6115,2015Q3,S08000031,S08000022,"",All Cancer Types,d,1,"",2,""
6116,2015Q3,S08000031,S08000024,"",Upper GI,"",1,"",2,""
6117,2015Q3,S08000031,S08000024,"",Urological,"",1,"",2,""
6118,2015Q3,S08000031,S08000024,"",All Cancer Types,d,157,"",158,""
6119,2015Q3,S08000031,S08000031,"",Breast,"",290,"",263,""
6120,2015Q3,S08000031,S08000031,"",Cervical,"",483,"",479,""
6121,2015Q3,S08000031,S08000031,"",Colorectal,"",73,"",77,""
6122,2015Q3,S08000031,S08000031,"",Head & Neck,"",7,"",579,""
6123,2015Q3,S08000031,S08000031,"",Lung,"",206,"",207,""
6124,2015Q3,S08000031,S08000031,"",Lymphoma,"",504,"",495,""
6125,2015Q3,S08000031,S08000031,"",Melanoma,"",585,"",576,""
6126,2015Q3,S08000031,S08000031,"",Ovarian,"",228,"",232,""
6127,2015Q3,S08000031,S08000031,"",Upper GI,"",32,"",27,""
6128,2015Q3,S08000031,S08000031,"",Urological,"",236,"",188,""
6129,2015Q3,S08000031,S08000031,"",All Cancer Types,d,60,"",45,""
6130,2015Q3,S08000031,S08000032,"",Breast,"",13,"",14,""
6131,2015Q3,S08000031,S08000032,"",All Cancer Types,d,13,"",14,""
6132,2015Q3,S08000031,S92000003,d,Breast,"",298,"",276,""
6133,2015Q3,S08000031,S92000003,d,Cervical,"",483,"",479,""
6134,2015Q3,S08000031,S92000003,d,Colorectal,"",73,"",77,""
6135,2015Q3,S08000031,S92000003,d,Head & Neck,"",7,"",579,""
6136,2015Q3,S08000031,S92000003,d,Lung,"",262,"",267,""
6137,2015Q3,S08000031,S92000003,d,Lymphoma,"",504,"",495,""
6138,2015Q3,S08000031,S92000003,d,Melanoma,"",585,"",576,""
6139,2015Q3,S08000031,S92000003,d,Ovarian,"",228,"",232,""
6140,2015Q3,S08000031,S92000003,d,Upper GI,"",33,"",28,""
6141,2015Q3,S08000031,S92000003,d,Urological,"",237,"",189,""
6142,2015Q3,S08000031,S92000003,d,All Cancer Types,d,79,"",66,""
6143,2015Q3,S08000031,SB0801,"",Lung,"",440,"",441,""
6144,2015Q3,S08000031,SB0801,"",All Cancer Types,d,440,"",441,""
6145,2015Q3,S08000032,S08000024,"",Urological,"",13,"",562,""
6146,2015Q3,S08000032,S08000024,"",All Cancer Types,d,13,"",562,""
6147,2015Q3,S08000032,S08000031,"",Breast,"",352,"",353,""
6148,2015Q3,S08000032,S08000031,"",Cervical,"",538,"",527,""
6149,2015Q3,S08000032,S08000031,"",Colorectal,"",13,"",14,""
6150,2015Q3,S08000032,S08000031,"",Head & Neck,"",148,"",150,""
6151,2015Q3,S08000032,S08000031,"",Lung,"",239,"",243,""
6152,2015Q3,S08000032,S08000031,"",Melanoma,"",260,"",265,""
6153,2015Q3,S08000032,S08000031,"",Ovarian,"",13,"",14,""
6154,2015Q3,S08000032,S08000031,"",Upper GI,"",572,"",562,""
6155,2015Q3,S08000032,S08000031,"",Urological,"",572,"",527,""
6156,2015Q3,S08000032,S08000031,"",All Cancer Types,d,5,"",5,""
6157,2015Q3,S08000032,S08000032,"",Breast,"",550,"",537,""
6158,2015Q3,S08000032,S08000032,"",Cervical,"",483,"",479,""
6159,2015Q3,S08000032,S08000032,"",Colorectal,"",496,"",480,""
6160,2015Q3,S08000032,S08000032,"",Head & Neck,"",53,"",68,""
6161,2015Q3,S08000032,S08000032,"",Lung,"",489,"",484,""
6162,2015Q3,S08000032,S08000032,"",Lymphoma,"",250,"",254,""
6163,2015Q3,S08000032,S08000032,"",Melanoma,"",167,"",140,""
6164,2015Q3,S08000032,S08000032,"",Ovarian,"",157,"",158,""
6165,2015Q3,S08000032,S08000032,"",Upper GI,"",415,"",417,""
6166,2015Q3,S08000032,S08000032,"",Urological,"",573,"",521,""
6167,2015Q3,S08000032,S08000032,"",All Cancer Types,d,368,"",352,""
6168,2015Q3,S08000032,S92000003,d,Breast,"",560,"",556,""
6169,2015Q3,S08000032,S92000003,d,Cervical,"",53,"",68,""
6170,2015Q3,S08000032,S92000003,d,Colorectal,"",522,"",506,""
6171,2015Q3,S08000032,S92000003,d,Head & Neck,"",292,"",298,""
6172,2015Q3,S08000032,S92000003,d,Lung,"",12,"",13,""
6173,2015Q3,S08000032,S92000003,d,Lymphoma,"",250,"",254,""
6174,2015Q3,S08000032,S92000003,d,Melanoma,"",198,"",168,""
6175,2015Q3,S08000032,S92000003,d,Ovarian,"",35,"",38,""
6176,2015Q3,S08000032,S92000003,d,Upper GI,"",474,"",474,""
6177,2015Q3,S08000032,S92000003,d,Urological,"",14,"",572,""
6178,2015Q3,S08000032,S92000003,d,All Cancer Types,d,463,"",449,""
6179,2015Q3,S08000032,SB0801,"",Lung,"",158,"",159,""
6180,2015Q3,S08000032,SB0801,"",All Cancer Types,d,158,"",159,""
6181,2015Q4,S08000015,S08000015,"",Breast,"",592,"",580,""
6182,2015Q4,S08000015,S08000015,"",Cervical,"",157,"",158,""
6183,2015Q4,S08000015,S08000015,"",Colorectal,"",484,"",476,""
6184,2015Q4,S08000015,S08000015,"",Head & Neck,"",53,"",68,""
6185,2015Q4,S08000015,S08000015,"",Lung,"",209,"",210,""
6186,2015Q4,S08000015,S08000015,"",Lymphoma,"",53,"",68,""
6187,2015Q4,S08000015,S08000015,"",Melanoma,"",81,"",97,""
6188,2015Q4,S08000015,S08000015,"",Ovarian,"",538,"",527,""
6189,2015Q4,S08000015,S08000015,"",Upper GI,"",300,"",307,""
6190,2015Q4,S08000015,S08000015,"",Urological,"",541,"",534,""
6191,2015Q4,S08000015,S08000015,"",All Cancer Types,d,312,"",315,""
6192,2015Q4,S08000015,S08000017,"",Breast,"",352,"",353,""
6193,2015Q4,S08000015,S08000017,"",All Cancer Types,d,352,"",353,""
6194,2015Q4,S08000015,S08000024,"",Upper GI,"",260,"",265,""
6195,2015Q4,S08000015,S08000024,"",All Cancer Types,d,260,"",265,""
6196,2015Q4,S08000015,S08000031,"",Cervical,"",1,"",2,""
6197,2015Q4,S08000015,S08000031,"",Colorectal,"",157,"",158,""
6198,2015Q4,S08000015,S08000031,"",Head & Neck,"",423,"",424,""
6199,2015Q4,S08000015,S08000031,"",Lung,"",24,"",25,""
6200,2015Q4,S08000015,S08000031,"",Melanoma,"",483,"",479,""
6201,2015Q4,S08000015,S08000031,"",Ovarian,"",352,"",353,""
6202,2015Q4,S08000015,S08000031,"",Upper GI,"",81,"",97,""
6203,2015Q4,S08000015,S08000031,"",Urological,"",423,"",353,""
6204,2015Q4,S08000015,S08000031,"",All Cancer Types,d,424,"",417,""
6205,2015Q4,S08000015,S92000003,d,Breast,"",5,"",6,""
6206,2015Q4,S08000015,S92000003,d,Cervical,"",260,"",265,""
6207,2015Q4,S08000015,S92000003,d,Colorectal,"",493,"",484,""
6208,2015Q4,S08000015,S92000003,d,Head & Neck,"",148,"",150,""
6209,2015Q4,S08000015,S92000003,d,Lung,"",359,"",357,""
6210,2015Q4,S08000015,S92000003,d,Lymphoma,"",53,"",68,""
6211,2015Q4,S08000015,S92000003,d,Melanoma,"",167,"",168,""
6212,2015Q4,S08000015,S92000003,d,Ovarian,"",24,"",25,""
6213,2015Q4,S08000015,S92000003,d,Upper GI,"",440,"",441,""
6214,2015Q4,S08000015,S92000003,d,Urological,"",558,"",548,""
6215,2015Q4,S08000015,S92000003,d,All Cancer Types,d,362,"",358,""
6216,2015Q4,S08000015,SB0801,"",Lung,"",352,"",353,""
6217,2015Q4,S08000015,SB0801,"",All Cancer Types,d,352,"",353,""
6218,2015Q4,S08000016,S08000016,"",Breast,"",137,"",140,""
6219,2015Q4,S08000016,S08000016,"",Cervical,"",260,"",265,""
6220,2015Q4,S08000016,S08000016,"",Colorectal,"",105,"",114,""
6221,2015Q4,S08000016,S08000016,"",Head & Neck,"",260,"",265,""
6222,2015Q4,S08000016,S08000016,"",Lung,"",538,"",527,""
6223,2015Q4,S08000016,S08000016,"",Lymphoma,"",483,"",479,""
6224,2015Q4,S08000016,S08000016,"",Melanoma,"",13,"",14,""
6225,2015Q4,S08000016,S08000016,"",Ovarian,"",511,"",504,""
6226,2015Q4,S08000016,S08000016,"",Upper GI,"",81,"",97,""
6227,2015Q4,S08000016,S08000016,"",Urological,"",121,"",114,""
6228,2015Q4,S08000016,S08000016,"",All Cancer Types,d,7,"",7,""
6229,2015Q4,S08000016,S08000024,"",Colorectal,"",352,"",353,""
6230,2015Q4,S08000016,S08000024,"",Head & Neck,"",423,"",424,""
6231,2015Q4,S08000016,S08000024,"",Lung,"",260,"",265,""
6232,2015Q4,S08000016,S08000024,"",Melanoma,"",1,"",2,""
6233,2015Q4,S08000016,S08000024,"",Upper GI,"",157,"",158,""
6234,2015Q4,S08000016,S08000024,"",Urological,"",538,"",527,""
6235,2015Q4,S08000016,S08000024,"",All Cancer Types,d,188,"",190,""
6236,2015Q4,S08000016,S92000003,d,Breast,"",137,"",140,""
6237,2015Q4,S08000016,S92000003,d,Cervical,"",260,"",265,""
6238,2015Q4,S08000016,S92000003,d,Colorectal,"",158,"",159,""
6239,2015Q4,S08000016,S92000003,d,Head & Neck,"",538,"",527,""
6240,2015Q4,S08000016,S92000003,d,Lung,"",13,"",14,""
6241,2015Q4,S08000016,S92000003,d,Lymphoma,"",483,"",479,""
6242,2015Q4,S08000016,S92000003,d,Melanoma,"",24,"",25,""
6243,2015Q4,S08000016,S92000003,d,Ovarian,"",511,"",504,""
6244,2015Q4,S08000016,S92000003,d,Upper GI,"",121,"",129,""
6245,2015Q4,S08000016,S92000003,d,Urological,"",209,"",199,""
6246,2015Q4,S08000016,S92000003,d,All Cancer Types,d,32,"",32,""
6247,2015Q4,S08000017,S08000017,"",Breast,"",198,"",199,""
6248,2015Q4,S08000017,S08000017,"",Cervical,"",1,"",2,""
6249,2015Q4,S08000017,S08000017,"",Colorectal,"",209,"",210,""
6250,2015Q4,S08000017,S08000017,"",Head & Neck,"",260,"",265,""
6251,2015Q4,S08000017,S08000017,"",Lung,"",198,"",199,""
6252,2015Q4,S08000017,S08000017,"",Lymphoma,"",572,"",562,""
6253,2015Q4,S08000017,S08000017,"",Melanoma,"",260,"",265,""
6254,2015Q4,S08000017,S08000017,"",Ovarian,"",352,"",353,""
6255,2015Q4,S08000017,S08000017,"",Upper GI,"",188,"",190,""
6256,2015Q4,S08000017,S08000017,"",Urological,"",346,"",329,""
6257,2015Q4,S08000017,S08000017,"",All Cancer Types,d,95,"",104,""
6258,2015Q4,S08000017,S08000024,"",Breast,"",157,"",158,""
6259,2015Q4,S08000017,S08000024,"",Cervical,"",1,"",2,""
6260,2015Q4,S08000017,S08000024,"",Colorectal,"",157,"",158,""
6261,2015Q4,S08000017,S08000024,"",Head & Neck,"",423,"",424,""
6262,2015Q4,S08000017,S08000024,"",Lung,"",423,"",424,""
6263,2015Q4,S08000017,S08000024,"",Ovarian,"",1,"",2,""
6264,2015Q4,S08000017,S08000024,"",Upper GI,"",538,"",527,""
6265,2015Q4,S08000017,S08000024,"",Urological,"",24,"",3,""
6266,2015Q4,S08000017,S08000024,"",All Cancer Types,d,321,"",307,""
6267,2015Q4,S08000017,S08000031,"",Head & Neck,"",1,"",2,""
6268,2015Q4,S08000017,S08000031,"",Lymphoma,"",1,"",2,""
6269,2015Q4,S08000017,S08000031,"",Upper GI,"",1,"",2,""
6270,2015Q4,S08000017,S08000031,"",All Cancer Types,d,260,"",265,""
6271,2015Q4,S08000017,S92000003,d,Breast,"",218,"",221,""
6272,2015Q4,S08000017,S92000003,d,Cervical,"",157,"",158,""
6273,2015Q4,S08000017,S92000003,d,Colorectal,"",228,"",232,""
6274,2015Q4,S08000017,S92000003,d,Head & Neck,"",572,"",562,""
6275,2015Q4,S08000017,S92000003,d,Lung,"",283,"",288,""
6276,2015Q4,S08000017,S92000003,d,Lymphoma,"",2,"",3,""
6277,2015Q4,S08000017,S92000003,d,Melanoma,"",260,"",265,""
6278,2015Q4,S08000017,S92000003,d,Ovarian,"",423,"",424,""
6279,2015Q4,S08000017,S92000003,d,Upper GI,"",283,"",288,""
6280,2015Q4,S08000017,S92000003,d,Urological,"",431,"",399,""
6281,2015Q4,S08000017,S92000003,d,All Cancer Types,d,154,"",153,""
6282,2015Q4,S08000017,SB0801,"",Lung,"",260,"",265,""
6283,2015Q4,S08000017,SB0801,"",All Cancer Types,d,260,"",265,""
6284,2015Q4,S08000019,S08000019,"",Breast,"",424,"",425,""
6285,2015Q4,S08000019,S08000019,"",Cervical,"",1,"",2,""
6286,2015Q4,S08000019,S08000019,"",Colorectal,"",292,"",277,""
6287,2015Q4,S08000019,S08000019,"",Head & Neck,"",538,"",527,""
6288,2015Q4,S08000019,S08000019,"",Lung,"",228,"",232,""
6289,2015Q4,S08000019,S08000019,"",Lymphoma,"",572,"",562,""
6290,2015Q4,S08000019,S08000019,"",Melanoma,"",105,"",68,""
6291,2015Q4,S08000019,S08000019,"",Ovarian,"",1,"",2,""
6292,2015Q4,S08000019,S08000019,"",Upper GI,"",167,"",168,""
6293,2015Q4,S08000019,S08000019,"",Urological,"",512,"",505,""
6294,2015Q4,S08000019,S08000019,"",All Cancer Types,d,194,"",192,""
6295,2015Q4,S08000019,S08000024,"",Upper GI,"",260,"",265,""
6296,2015Q4,S08000019,S08000024,"",All Cancer Types,d,260,"",265,""
6297,2015Q4,S08000019,S08000031,"",Breast,"",157,"",158,""
6298,2015Q4,S08000019,S08000031,"",Cervical,"",352,"",353,""
6299,2015Q4,S08000019,S08000031,"",Colorectal,"",423,"",424,""
6300,2015Q4,S08000019,S08000031,"",Head & Neck,"",538,"",527,""
6301,2015Q4,S08000019,S08000031,"",Lung,"",148,"",150,""
6302,2015Q4,S08000019,S08000031,"",Lymphoma,"",1,"",2,""
6303,2015Q4,S08000019,S08000031,"",Melanoma,"",1,"",2,""
6304,2015Q4,S08000019,S08000031,"",Ovarian,"",483,"",479,""
6305,2015Q4,S08000019,S08000031,"",Upper GI,"",572,"",562,""
6306,2015Q4,S08000019,S08000031,"",Urological,"",352,"",265,""
6307,2015Q4,S08000019,S08000031,"",All Cancer Types,d,478,"",474,""
6308,2015Q4,S08000019,S08000032,"",Head & Neck,"",157,"",158,""
6309,2015Q4,S08000019,S08000032,"",All Cancer Types,d,157,"",158,""
6310,2015Q4,S08000019,S92000003,d,Breast,"",440,"",441,""
6311,2015Q4,S08000019,S92000003,d,Cervical,"",423,"",424,""
6312,2015Q4,S08000019,S92000003,d,Colorectal,"",337,"",323,""
6313,2015Q4,S08000019,S92000003,d,Head & Neck,"",137,"",140,""
6314,2015Q4,S08000019,S92000003,d,Lung,"",461,"",459,""
6315,2015Q4,S08000019,S92000003,d,Lymphoma,"",2,"",3,""
6316,2015Q4,S08000019,S92000003,d,Melanoma,"",121,"",97,""
6317,2015Q4,S08000019,S92000003,d,Ovarian,"",511,"",504,""
6318,2015Q4,S08000019,S92000003,d,Upper GI,"",292,"",298,""
6319,2015Q4,S08000019,S92000003,d,Urological,"",522,"",513,""
